date,tempActual,tempIdeal,heaterStatus,fanStatus,opStatus
Sat Nov 21 2020 21:04:37 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:41 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:44 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:47 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:04:51 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:54 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:04:57 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:00 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:04 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:07 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:10 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:14 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:17 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:20 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:24 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:27 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:30 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:33 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:37 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:40 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:43 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:47 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:05:50 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:53 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:05:56 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:06:00 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:02 GMT-0600 (hora estándar central),18.56,19,0,0,0
Sat Nov 21 2020 21:06:03 GMT-0600 (hora estándar central),18.56,19.00,0,0,0
Sat Nov 21 2020 21:06:03 GMT-0600 (hora estándar central),18.56,19.00,0,0,0
Sat Nov 21 2020 21:06:06 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:10 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:13 GMT-0600 (hora estándar central),18.63,19.00,1,0,0
Sat Nov 21 2020 21:06:14 GMT-0600 (hora estándar central),18.63,18,1,0,0
Sat Nov 21 2020 21:06:15 GMT-0600 (hora estándar central),18.63,18.00,1,0,0
Sat Nov 21 2020 21:06:16 GMT-0600 (hora estándar central),18.63,18.00,0,0,0
Sat Nov 21 2020 21:06:20 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:22 GMT-0600 (hora estándar central),18.56,17,0,0,0
Sat Nov 21 2020 21:06:23 GMT-0600 (hora estándar central),18.56,18.00,0,0,0
Sat Nov 21 2020 21:06:23 GMT-0600 (hora estándar central),18.56,17.00,0,0,0
Sat Nov 21 2020 21:06:26 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:29 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:33 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:36 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:39 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:43 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:06:45 GMT-0600 (hora estándar central),18.56,17,0,1,1
Sat Nov 21 2020 21:06:46 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:06:46 GMT-0600 (hora estándar central),18.56,17.00,0,1,1
Sat Nov 21 2020 21:06:49 GMT-0600 (hora estándar central),18.63,17.00,0,1,1
Sat Nov 21 2020 21:06:50 GMT-0600 (hora estándar central),18.63,17,0,0,1
Sat Nov 21 2020 21:06:51 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:53 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:55 GMT-0600 (hora estándar central),18.63,17,1,0,1
Sat Nov 21 2020 21:06:56 GMT-0600 (hora estándar central),18.63,17.00,0,0,1
Sat Nov 21 2020 21:06:57 GMT-0600 (hora estándar central),18.63,17.00,1,0,1
Sat Nov 21 2020 21:06:59 GMT-0600 (hora estándar central),18.63,17,1,1,1
Sat Nov 21 2020 21:06:59 GMT-0600 (hora estándar central),18.63,17.00,1,0,1
Sat Nov 21 2020 21:07:00 GMT-0600 (hora estándar central),18.63,17.00,1,1,1
Sat Nov 21 2020 21:07:02 GMT-0600 (hora estándar central),18.63,17.00,1,1,1
Sat Nov 21 2020 21:07:04 GMT-0600 (hora estándar central),18.63,17,1,1,0
Sat Nov 21 2020 21:07:06 GMT-0600 (hora estándar central),18.63,17.00,1,1,0
Sat Nov 21 2020 21:07:06 GMT-0600 (hora estándar central),18.63,17.00,1,1,0
Sat Nov 21 2020 21:07:09 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:12 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:16 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:19 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:22 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:26 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:29 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:32 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:35 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:39 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:42 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:07:45 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:49 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:52 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:55 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:07:59 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:02 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:05 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:08 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:12 GMT-0600 (hora estándar central),18.69,17.00,0,1,0
Sat Nov 21 2020 21:08:15 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:18 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:22 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:25 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:28 GMT-0600 (hora estándar central),18.56,17.00,0,1,0
Sat Nov 21 2020 21:08:32 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:35 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:38 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:41 GMT-0600 (hora estándar central),18.69,17.00,0,1,0
Sat Nov 21 2020 21:08:45 GMT-0600 (hora estándar central),18.69,17.00,0,1,0
Sat Nov 21 2020 21:08:48 GMT-0600 (hora estándar central),18.69,17.00,0,1,0
Sat Nov 21 2020 21:08:51 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:55 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:08:58 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:09:01 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:09:05 GMT-0600 (hora estándar central),18.63,17.00,0,1,0
Sat Nov 21 2020 21:09:06 GMT-0600 (hora estándar central),18.63,25.00,0,1,0
Sat Nov 21 2020 21:09:08 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:11 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:14 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:18 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:21 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:24 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:09:28 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:31 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:34 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:38 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:41 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:44 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:47 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:51 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:54 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:09:57 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:10:01 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:10:04 GMT-0600 (hora estándar central),18.69,25.00,1,0,0
Sat Nov 21 2020 21:10:07 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:10:10 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:10:14 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:10:17 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:10:20 GMT-0600 (hora estándar central),18.75,25.00,1,0,0
Sat Nov 21 2020 21:10:21 GMT-0600 (hora estándar central),18.75,25,1,0,1
Sat Nov 21 2020 21:10:23 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:24 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:26 GMT-0600 (hora estándar central),18.75,25,1,1,1
Sat Nov 21 2020 21:10:27 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:28 GMT-0600 (hora estándar central),18.75,25.00,1,1,1
Sat Nov 21 2020 21:10:30 GMT-0600 (hora estándar central),18.75,25.00,1,1,1
Sat Nov 21 2020 21:10:34 GMT-0600 (hora estándar central),18.75,25.00,1,1,1
Sat Nov 21 2020 21:10:37 GMT-0600 (hora estándar central),18.75,25.00,1,1,1
Sat Nov 21 2020 21:10:38 GMT-0600 (hora estándar central),18.75,25,1,0,1
Sat Nov 21 2020 21:10:39 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:40 GMT-0600 (hora estándar central),18.69,25.00,1,0,1
Sat Nov 21 2020 21:10:43 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:47 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:50 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:10:53 GMT-0600 (hora estándar central),18.69,25.00,1,0,1
Sat Nov 21 2020 21:10:57 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:00 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:03 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:07 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:10 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:13 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:16 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:20 GMT-0600 (hora estándar central),18.69,25.00,1,0,1
Sat Nov 21 2020 21:11:23 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:26 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:30 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:33 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:36 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:40 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:43 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:46 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:11:49 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:11:53 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:11:56 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:11:59 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:03 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:06 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:09 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:13 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:16 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:19 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:12:22 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:26 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:29 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:12:32 GMT-0600 (hora estándar central),18.75,25.00,1,0,1
Sat Nov 21 2020 21:12:36 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:39 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:42 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:12:46 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:49 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:52 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:12:55 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:12:59 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:13:02 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:05 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:09 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:13:12 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:15 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:13:19 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:13:22 GMT-0600 (hora estándar central),18.81,25.00,1,0,1
Sat Nov 21 2020 21:13:25 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:28 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:32 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:35 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:38 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:42 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:13:45 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:13:48 GMT-0600 (hora estándar central),18.88,25.00,1,0,1
Sat Nov 21 2020 21:13:52 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:13:55 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:13:58 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:14:01 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:14:05 GMT-0600 (hora estándar central),18.94,25.00,1,0,1
Sat Nov 21 2020 21:14:06 GMT-0600 (hora estándar central),18.94,24,1,0,1
Sat Nov 21 2020 21:14:07 GMT-0600 (hora estándar central),18.94,24.00,1,0,1
Sat Nov 21 2020 21:14:08 GMT-0600 (hora estándar central),18.88,24.00,1,0,1
Sat Nov 21 2020 21:14:11 GMT-0600 (hora estándar central),18.94,24.00,1,0,1
Sat Nov 21 2020 21:14:15 GMT-0600 (hora estándar central),18.94,24.00,1,0,1
Sat Nov 21 2020 21:14:17 GMT-0600 (hora estándar central),18.94,23,1,0,1
Sat Nov 21 2020 21:14:18 GMT-0600 (hora estándar central),18.94,24.00,1,0,1
Sat Nov 21 2020 21:14:18 GMT-0600 (hora estándar central),18.94,23.00,1,0,1
Sat Nov 21 2020 21:14:21 GMT-0600 (hora estándar central),18.94,23.00,1,0,1
Sat Nov 21 2020 21:14:25 GMT-0600 (hora estándar central),18.94,23.00,1,0,1
Sat Nov 21 2020 21:14:28 GMT-0600 (hora estándar central),18.94,23.00,1,0,1
Sat Nov 21 2020 21:14:31 GMT-0600 (hora estándar central),18.94,23.00,1,0,1
Sat Nov 21 2020 21:14:34 GMT-0600 (hora estándar central),19.00,23.00,1,0,1
Sat Nov 21 2020 21:14:35 GMT-0600 (hora estándar central),19.00,22,1,0,1
Sat Nov 21 2020 21:14:36 GMT-0600 (hora estándar central),19.00,22.00,1,0,1
Sat Nov 21 2020 21:14:38 GMT-0600 (hora estándar central),18.94,22.00,1,0,1
Sat Nov 21 2020 21:14:38 GMT-0600 (hora estándar central),18.94,21,1,0,1
Sat Nov 21 2020 21:14:39 GMT-0600 (hora estándar central),18.94,21.00,1,0,1
Sat Nov 21 2020 21:14:41 GMT-0600 (hora estándar central),19.00,21.00,1,0,1
Sat Nov 21 2020 21:14:41 GMT-0600 (hora estándar central),19.00,20,1,0,1
Sat Nov 21 2020 21:14:43 GMT-0600 (hora estándar central),19.00,20.00,1,0,1
Sat Nov 21 2020 21:14:44 GMT-0600 (hora estándar central),19.00,19,1,0,1
Sat Nov 21 2020 21:14:44 GMT-0600 (hora estándar central),19.00,20.00,1,0,1
Sat Nov 21 2020 21:14:45 GMT-0600 (hora estándar central),19.00,19.00,1,0,1
Sat Nov 21 2020 21:14:48 GMT-0600 (hora estándar central),18.94,19.00,1,0,1
Sat Nov 21 2020 21:14:51 GMT-0600 (hora estándar central),18.94,19,1,0,0
Sat Nov 21 2020 21:14:51 GMT-0600 (hora estándar central),18.94,19.00,1,0,1
Sat Nov 21 2020 21:14:52 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:14:54 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:14:57 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:01 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:04 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:07 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:11 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:14 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:17 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:21 GMT-0600 (hora estándar central),18.88,19.00,1,0,0
Sat Nov 21 2020 21:15:24 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:27 GMT-0600 (hora estándar central),19.06,19.00,0,0,0
Sat Nov 21 2020 21:15:30 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:34 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:37 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:40 GMT-0600 (hora estándar central),18.94,19.00,1,0,0
Sat Nov 21 2020 21:15:44 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:47 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:50 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:54 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Sat Nov 21 2020 21:15:57 GMT-0600 (hora estándar central),19.00,19.00,0,0,0
Thu Jan 07 2021 17:46:31 GMT-0600 (hora estándar central),45.89,23,1,0,1
Thu Jan 07 2021 17:46:34 GMT-0600 (hora estándar central),45.89,23,1,1,1
Thu Jan 07 2021 17:46:35 GMT-0600 (hora estándar central),45.89,23,0,1,1
Thu Jan 07 2021 17:46:36 GMT-0600 (hora estándar central),45.89,23,0,1,0
Thu Jan 07 2021 17:47:38 GMT-0600 (hora estándar central),45.89,23,0,1,1
Thu Jan 07 2021 17:47:40 GMT-0600 (hora estándar central),45.89,23,0,1,0
Thu Jan 07 2021 17:47:40 GMT-0600 (hora estándar central),45.89,23,0,1,1
Thu Jan 07 2021 17:47:41 GMT-0600 (hora estándar central),45.89,23,0,1,0
Thu Jan 07 2021 17:47:41 GMT-0600 (hora estándar central),45.89,23,0,1,1
Thu Jan 07 2021 17:47:46 GMT-0600 (hora estándar central),45.89,23,0,1,0
Thu Jan 07 2021 17:47:46 GMT-0600 (hora estándar central),45.89,23,0,1,1
Thu Jan 07 2021 17:47:50 GMT-0600 (hora estándar central),45.89,23,0,1,0
